AT2G32160,AT3G02150
AT3G02150,AT4G35770
AT5G03240,AT5G58060
AT1G69970,AT2G27290
AT1G29120,AT3G49570
AT1G06460,AT3G49570
AT2G26800,AT3G49580
AT3G54500,AT1G01060
AT1G03950,AT4G29160
AT3G11410,AT4G30960
AT4G30850,AT2G39890
AT3G02150,AT3G63210
AT1G75400,AT3G49570
AT1G06460,AT3G49580
AT5G03240,AT3G16470
AT2G01680,AT3G17000
AT5G05760,AT4G29520
AT3G52580,AT5G03240
AT2G41090,AT4G08980
AT5G03240,AT4G37980
AT2G35940,AT5G41410
AT4G14560,AT4G05320
AT3G51660,AT4G23050
AT1G79270,AT2G20570
AT1G71970,AT3G49580
AT3G53020,AT5G03240
AT4G14716,AT5G43850
AT1G31820,AT2G24762
AT4G17880,AT1G03430
AT1G13990,AT4G22240
AT4G24990,AT3G08690
AT4G19700,AT5G58730
AT3G20060,AT5G03240
AT1G09310,AT5G42980
AT1G52880,AT4G23050
AT2G19650,AT5G01820
AT5G03240,AT1G23310
AT5G03240,AT1G11580
AT1G45145,AT2G01680
AT5G03240,AT1G06000
AT2G01680,AT4G30850
AT5G03240,AT5G19140
AT2G37170,AT5G03200
AT3G57490,AT5G03240
AT3G51660,AT1G58270
AT5G03240,AT3G17810
AT5G03240,AT2G47710
AT2G26800,AT3G49570
AT1G29120,AT5G61010
AT3G49570,AT5G65683
AT3G28080,AT4G35580
AT5G42980,AT5G60360
AT1G44100,AT5G63030
AT2G04080,AT3G48890
AT5G03240,AT4G33010
AT1G75410,AT1G11910
AT2G02040,AT3G17000
AT4G26080,AT1G01360
AT5G41700,AT4G24990
AT1G44800,AT4G26450
AT5G02620,AT4G30850
AT1G02340,AT2G20180
AT1G67860,AT4G00780
AT3G53420,AT2G02040
AT5G03240,AT5G06960
AT5G03240,AT1G19570
AT2G34720,AT3G49570
AT4G19700,AT5G42980
AT3G14020,AT5G47640
AT3G49010,AT5G03240
AT1G12810,AT3G02150
AT4G08300,AT4G37680
AT1G50420,AT2G02080
AT5G47700,AT2G40010
AT3G63130,AT4G26450
AT2G29310,AT2G29320
AT2G20450,AT3G06530
AT5G03240,AT4G28390
AT1G33110,AT4G35580
AT1G52870,AT4G35580
AT2G35940,AT3G47640
AT5G03240,AT4G14040
AT2G24540,AT2G41090
AT3G06170,AT4G37680
AT5G03240,AT3G23810
AT1G45145,AT1G11210
AT1G52040,AT5G03240
AT5G03240,AT5G54960
AT5G53300,AT5G03240
AT5G03240,AT4G25100
AT5G03240,AT4G26080
AT1G72370,AT5G03240
AT1G52880,AT1G77450
AT1G32230,AT3G16770
AT4G30660,AT3G48890
AT1G44100,AT5G61820
AT2G34720,AT3G49580
AT4G23050,AT3G11410
AT3G23430,AT2G33770
AT5G01820,AT1G77450
AT1G21410,AT5G03240
AT1G18880,AT4G30850
AT5G02760,AT5G18010
AT1G49720,AT4G34000
AT1G71130,AT1G03430
AT3G11410,AT1G01360
AT5G03240,AT5G48900
AT2G04080,AT4G37680
AT1G01360,AT5G57050
AT5G27350,AT5G35460
AT1G29970,AT5G03240
AT2G04240,AT5G41700
AT3G49570,AT3G56290
AT5G39610,AT5G44190
AT1G67860,AT1G67865
AT4G30660,AT5G35460
AT1G30260,AT5G13810
AT4G26530,AT5G42980
AT5G60670,AT5G03240
AT3G56950,AT4G37680
AT5G03240,AT3G48000
AT5G03240,AT1G47128
AT1G52880,AT5G01600
AT5G02870,AT5G03240
AT3G54140,AT3G17000
AT5G03240,AT1G17140
AT2G43060,AT4G36540
AT5G03240,AT1G52400
AT5G43850,AT5G05760
AT5G03240,AT1G70580
AT5G53450,AT2G41090
AT4G14716,AT4G25100
AT1G26910,AT5G03240
AT2G02040,AT4G30850
AT1G06460,AT4G04020
AT3G17000,AT5G03240
AT5G02620,AT3G17000
AT2G14860,AT4G35580
AT4G19700,AT5G61010
AT1G23310,AT5G42980
AT2G41840,AT5G03240
AT1G11910,AT5G11060
AT2G04080,AT3G17000
AT1G19570,AT5G40670
AT5G03240,AT1G78370
AT1G07440,AT2G29310
AT4G14560,AT3G04730
AT1G65790,AT1G18880
AT5G03240,AT4G17770
AT3G47640,AT5G13810
AT2G20180,AT2G32700
AT5G05760,AT5G18380
AT5G03240,AT4G30110
AT2G45560,AT4G37680
AT4G30660,AT4G37680
AT2G41090,AT4G37240
AT5G03240,AT5G20830
AT5G03240,AT1G04480
AT5G03240,AT5G12200
AT4G35580,AT5G17700
AT4G27410,AT5G13180
AT2G41090,AT5G66790
AT1G72730,AT5G03240
AT3G14230,AT5G01820
AT1G14340,AT1G67860
AT5G03240,AT3G53420
AT5G61420,AT4G17880
AT5G03240,AT5G48930
AT1G45145,AT4G19700
AT4G03410,AT4G26450
AT3G27170,AT4G37680
AT5G03240,AT2G33150
AT2G20180,AT4G05320
AT3G29035,AT5G13180
AT3G27960,AT3G56290
AT5G18380,AT5G03240
AT3G54140,AT4G30850
AT4G30660,AT1G45145
AT4G30660,AT4G30850
AT5G11060,AT5G41410
AT1G16890,AT5G03240
AT5G03240,AT2G22660
AT5G03240,AT3G45300
AT4G23400,AT2G27290
AT3G29575,AT4G34000
AT4G02060,AT5G44635
AT5G03240,AT4G34230
AT5G03240,AT2G26080
AT2G41090,AT4G23170
AT5G03240,AT5G20490
AT1G18880,AT3G48890
AT1G35560,AT5G23280
AT2G32100,AT5G11060
AT4G39800,AT2G22240
AT4G36850,AT4G37680
AT3G19100,AT2G41090
AT2G20180,AT5G03240
AT5G03240,AT1G13280
AT5G03240,AT5G05760
AT3G56950,AT5G48810
AT5G59700,AT5G42980
AT1G55910,AT4G35580
AT5G03240,AT5G51970
AT4G16420,AT4G25490
AT5G03240,AT5G01610
AT1G07370,AT5G03240
AT3G49570,AT3G49580
AT5G03240,AT5G60600
AT2G32700,AT1G09200
AT4G15000,AT5G03240
AT5G03240,AT4G32150
AT3G53420,AT4G23400
AT1G71970,AT3G27960
AT2G40010,AT1G01100
AT2G24290,AT4G26450
AT1G72450,AT4G17880
AT5G03240,AT2G43150
AT5G39610,AT2G20570
AT2G22430,AT5G01820
AT1G74930,AT5G01600
AT3G27170,AT2G24762
AT2G45660,AT2G03710
AT3G19100,AT2G29550
AT3G27960,AT5G62430
AT3G28920,AT5G39760
AT2G35940,AT4G36870
AT5G01820,AT5G03240
AT5G03240,AT1G58270
AT5G03240,AT4G37800
AT1G19570,AT2G31790
AT5G39760,AT5G65410
AT4G26080,AT5G01820
AT1G69970,AT4G37680
AT2G41090,AT3G61880
AT3G46900,AT4G30850
AT2G01680,AT2G27290
AT4G19840,AT5G62630
AT2G33380,AT5G01820
