AT5G53330,AT5G54080
AT1G66180,AT4G27710
AT1G02390,AT3G15760
AT1G09200,AT4G27745
AT3G26600,AT4G17550
AT1G80180,AT4G27040
AT1G09240,AT3G20500
AT1G44770,AT4G17840
AT1G22160,AT4G08470
AT1G13390,AT5G18120
AT2G42890,AT5G45040
AT4G01290,AT4G26270
AT1G77920,AT5G47860
AT2G26800,AT5G66250
AT2G45970,AT3G61280
AT1G51760,AT5G25980
AT1G57820,AT5G54760
AT3G27820,AT3G61200
AT4G19670,AT5G26040
AT4G05590,AT4G22330
AT2G36320,AT3G52070
AT1G57820,AT1G70900
AT4G22260,AT5G54760
AT3G56190,AT5G10610
AT1G75400,AT2G01650
AT2G21620,AT2G35070
AT1G20225,AT2G43540
AT1G32230,AT1G78290
AT1G73980,AT5G46760
AT1G01820,AT5G10610
AT1G68300,AT2G32260
AT2G35070,AT4G36988
AT3G17250,AT5G62680
AT4G26450,AT5G43320
AT4G01710,AT5G42090
AT2G18050,AT3G51430
AT3G19420,AT5G02880
AT1G33970,AT5G13550
AT2G30250,AT4G13920
AT1G60440,AT3G01170
AT3G17250,AT3G57680
AT3G28540,AT4G00955
AT1G06400,AT2G45630
AT4G01610,AT5G40240
AT3G06880,AT5G48490
AT4G11600,AT5G38710
AT4G14560,AT4G21650
AT4G14990,AT4G33565
AT1G13960,AT3G08690
AT3G60690,AT4G04470
AT2G02040,AT2G42010
AT1G55850,AT5G58920
AT5G27600,AT5G45040
AT1G21770,AT5G18120
AT4G13810,AT5G56660
AT2G17290,AT5G11970
AT2G32260,AT4G16210
AT1G65820,AT4G30270
AT1G03380,AT4G22840
AT5G10770,AT5G13550
AT1G21080,AT4G18210
AT1G62840,AT4G34230
AT1G53560,AT3G55070
AT2G27830,AT3G16650
AT4G35860,AT5G17280
AT3G52240,AT4G14990
AT3G48780,AT5G42560
AT3G23280,AT5G03455
AT1G73680,AT5G59420
AT1G74280,AT3G60190
AT2G22660,AT4G23010
AT3G02740,AT5G35690
AT1G21080,AT1G50570
AT5G20280,AT5G63030
AT2G40130,AT3G22968
AT1G16890,AT5G26240
AT2G29120,AT4G28390
AT1G43700,AT5G62550
AT4G24990,AT5G55970
AT1G18810,AT4G37925
AT1G18470,AT4G34230
AT3G07560,AT5G13180
AT1G10500,AT5G47050
AT1G53580,AT2G05630
AT1G71190,AT3G11880
AT3G56950,AT5G07220
AT1G57820,AT5G54080
AT5G17280,AT5G47430
AT3G22460,AT4G15530
AT1G64142,AT5G39590
AT2G31380,AT2G33855
AT4G19960,AT5G53730
AT5G01370,AT5G41700
AT3G17770,AT4G16760
AT1G13650,AT3G43720
AT2G31380,AT4G35090
AT3G51430,AT5G09440
AT1G65980,AT4G29110
AT1G55265,AT3G13672
AT2G05840,AT5G63030
AT3G45300,AT4G33910
AT4G16760,AT5G38240
AT1G64950,AT5G61820
AT1G04440,AT4G38730
AT1G01900,AT3G23890
AT1G14790,AT3G48530
AT1G17490,AT5G64170
AT1G73980,AT3G24740
AT1G51760,AT5G61530
AT3G54620,AT5G54080
AT3G56190,AT5G18120
AT5G05110,AT5G61500
AT1G07230,AT1G26800
AT1G54100,AT5G64370
AT4G16210,AT4G21980
AT1G26670,AT1G64360
AT3G08690,AT4G33210
AT2G35820,AT2G43970
AT1G02305,AT2G21620
AT2G24180,AT5G47050
AT1G34300,AT1G75090
AT2G41900,AT2G48000
AT3G15510,AT3G56810
AT4G02080,AT4G31920
AT1G21680,AT1G31280
AT1G44770,AT5G47050
AT1G16510,AT4G25900
AT1G21550,AT2G14720
AT2G37760,AT5G27600
AT1G62040,AT5G09620
AT1G05470,AT5G50740
AT1G35190,AT5G13550
AT2G02760,AT4G26455
AT3G56200,AT5G37600
AT1G23780,AT5G25900
AT2G47710,AT5G01800
AT2G02360,AT3G52240
AT1G15100,AT5G07470
AT2G37570,AT3G26180
AT1G61620,AT3G09770
AT1G04780,AT3G23540
AT2G26740,AT3G16190
AT4G20330,AT5G54940
AT1G52590,AT3G22890
AT1G75400,AT2G36800
AT3G07870,AT3G26170
AT3G11397,AT5G26240
AT3G22160,AT5G49570
AT1G35190,AT5G49570
AT4G15830,AT4G28390
AT4G33910,AT4G37520
AT4G14990,AT4G30960
AT1G61620,AT2G18170
AT3G56310,AT4G22740
AT1G21080,AT5G15400
AT1G54100,AT5G60360
AT1G34060,AT5G24380
AT3G61960,AT5G41990
AT2G39270,AT5G62200
AT1G73680,AT5G19875
AT2G26740,AT5G57900
AT1G64142,AT4G26080
AT1G15880,AT1G21920
AT1G69450,AT5G35460
AT5G35690,AT5G61500
AT3G03470,AT5G07220
AT5G64230,AT5G65380
AT3G28050,AT5G41560
AT2G45660,AT4G34680
AT4G26160,AT5G51170
AT1G76390,AT3G03120
AT1G34190,AT3G03470
AT1G70160,AT5G64430
AT3G13810,AT5G03240
AT1G06400,AT5G45380
AT1G43700,AT5G41700
AT1G12810,AT5G13860
AT1G20225,AT4G14600
AT1G64360,AT5G25900
AT1G10940,AT5G27930
AT3G19290,AT4G35750
AT3G51890,AT4G30270
AT1G55330,AT4G38540
AT2G17710,AT3G60030
AT2G27050,AT2G32480
AT1G15100,AT2G02390
AT1G21000,AT1G65720
AT5G20400,AT5G66790
AT2G10940,AT3G22600
AT1G77450,AT2G30550
AT3G01400,AT3G53410
AT3G20770,AT5G43320
AT3G27820,AT5G60360
AT1G01650,AT5G45130
AT3G52240,AT4G20110
AT3G09010,AT3G51630
AT3G52060,AT4G28780
AT4G37520,AT5G54940
AT3G19550,AT4G37520
AT1G54575,AT3G17840
AT1G73980,AT5G18660
AT1G69490,AT2G42890
AT1G34190,AT2G26740
AT1G21080,AT4G33565
AT2G47600,AT5G27150
AT1G17530,AT5G05760
AT3G07700,AT5G64250
AT3G55470,AT5G46760
AT4G18970,AT4G31840
AT3G01170,AT5G51560
AT1G15100,AT4G36988
AT2G19350,AT2G44140
AT2G35070,AT3G47480
AT2G25070,AT4G38460
AT1G02260,AT4G31080
AT2G27190,AT4G04470
AT2G32700,AT4G05320
AT4G08540,AT5G42090
AT5G07100,AT5G55480
AT2G37570,AT4G22330
AT5G03470,AT5G52450
AT4G20110,AT5G40720
AT3G29034,AT4G30270
AT1G10140,AT3G01470
AT1G16240,AT1G20225
AT1G50570,AT5G18120
AT3G19420,AT5G36220
AT1G56700,AT4G16760
AT3G03440,AT3G56170
AT3G07700,AT5G01520
AT3G28540,AT5G41960
AT1G73950,AT4G08900
AT4G33565,AT5G03470
AT2G13820,AT4G29190
AT2G17710,AT3G22160
AT2G31510,AT3G20770
AT3G11410,AT3G14270
AT3G12800,AT4G37310
AT3G56310,AT5G05110
AT3G61960,AT5G44790
AT1G21590,AT5G49980
AT1G60490,AT1G64142
AT1G72830,AT5G05230
AT1G09240,AT4G19960
AT3G09320,AT4G25900
AT1G48260,AT5G17280
AT1G74280,AT3G51370
AT2G37570,AT2G43430
AT4G18210,AT5G12840
AT1G18270,AT5G42300
AT1G65960,AT4G20170
AT5G45130,AT5G57610
AT1G23780,AT5G64370
AT2G18600,AT3G27020
AT1G69450,AT4G14020
AT2G31820,AT5G27930
AT3G08870,AT4G30960
AT4G24220,AT5G63905
AT3G56200,AT4G05020
AT3G03470,AT4G37520
AT3G46450,AT5G40720
AT2G33380,AT4G27780
AT1G15890,AT1G66880
AT1G48430,AT4G23170
AT3G23540,AT5G44790
AT3G19990,AT5G60360
AT2G25200,AT5G18210
AT4G27745,AT4G33910
AT2G19350,AT4G33565
AT1G02305,AT4G14020
AT3G26600,AT3G55830
AT3G46450,AT4G36210
AT4G23300,AT5G67150
AT2G41220,AT4G29010
AT1G52880,AT5G48160
AT5G10860,AT5G66160
AT3G13690,AT5G41080
AT2G42790,AT3G56310
AT4G29010,AT5G20620
AT3G28950,AT4G12300
AT1G71950,AT2G33150
AT1G56700,AT5G46760
AT1G08460,AT4G03030
AT1G32340,AT5G55480
AT1G50420,AT4G24120
AT1G66240,AT4G10100
AT1G31280,AT1G76920
AT4G18930,AT5G66160
AT1G65000,AT2G01540
AT3G06170,AT4G17720
AT1G77920,AT4G12420
AT2G32700,AT5G04920
AT3G55470,AT3G57770
AT1G04400,AT3G48320
AT3G61280,AT4G29190
AT3G16190,AT5G64370
AT2G14720,AT3G04350
AT1G62840,AT4G01610
AT1G31690,AT1G31820
AT2G42280,AT5G64220
AT1G55850,AT4G27300
AT1G03380,AT4G31920
AT3G21460,AT5G66580
AT3G46060,AT5G53330
AT1G22040,AT3G06170
AT3G60690,AT5G03210
AT1G19400,AT3G63210
AT1G64360,AT4G37450
AT1G10140,AT2G33150
AT1G72970,AT3G19895
AT1G79270,AT3G16190
AT2G05630,AT5G51070
AT1G64950,AT2G37570
AT2G46690,AT5G10760
AT3G26580,AT5G18640
AT1G11210,AT4G12070
AT3G06170,AT5G39030
AT1G51200,AT4G26450
AT1G54340,AT5G13550
AT1G33270,AT1G65820
AT3G63310,AT5G47860
AT1G06080,AT1G23205
AT3G04040,AT5G54250
AT1G71040,AT3G61560
AT1G60730,AT5G25900
AT2G42840,AT5G15780
AT3G16190,AT5G45130
AT5G41560,AT5G64370
AT2G31510,AT3G07560
AT1G29400,AT5G12390
AT2G15230,AT3G22370
AT1G75090,AT3G26230
AT3G51860,AT4G34160
AT2G16720,AT2G16850
AT1G10500,AT5G41990
AT1G31280,AT1G51550
AT2G02760,AT4G33270
AT1G52342,AT1G54575
AT1G18810,AT1G27480
AT1G72890,AT3G46450
AT1G10640,AT5G45960
AT1G15100,AT4G33780
AT2G39780,AT3G45010
AT1G15400,AT3G03520
AT3G22790,AT5G60020
AT1G71130,AT2G33770
AT1G01240,AT1G44770
AT1G01360,AT1G04400
AT2G17880,AT4G20330
AT4G20860,AT4G38950
AT1G17530,AT4G12070
AT2G16630,AT2G46600
AT1G20696,AT5G08280
AT1G20350,AT5G17760
AT3G02340,AT5G18640
AT5G01800,AT5G53330
AT5G02880,AT5G57610
AT2G47710,AT5G51070
AT4G02080,AT5G19590
AT1G15310,AT1G77920
AT5G49890,AT5G54080
AT1G04400,AT3G27820
AT1G20225,AT4G36195
AT2G42890,AT5G01520
AT3G04350,AT4G27020
AT3G61890,AT4G27745
AT3G25585,AT5G35460
AT1G01725,AT1G53570
AT1G21760,AT3G46940
AT1G04780,AT2G21620
AT1G04860,AT1G23780
AT3G04930,AT3G46450
AT3G45300,AT4G37880
AT3G19270,AT5G16250
AT4G25730,AT5G16750
AT3G10420,AT5G51260
AT4G05150,AT5G01880
AT1G62840,AT4G00550
AT3G55880,AT3G60690
AT1G27000,AT1G79520
AT4G33220,AT5G21100
AT5G05950,AT5G61060
AT4G27745,AT5G49900
AT2G04032,AT4G38240
AT1G75090,AT2G31820
AT1G75400,AT3G50910
AT1G77710,AT4G31920
AT3G23280,AT4G08540
AT1G71040,AT3G19895
AT2G44850,AT4G12300
AT3G03120,AT3G04040
AT3G09030,AT4G12300
AT4G34160,AT5G46250
AT3G59700,AT5G13180
AT1G77710,AT4G29160
AT3G60640,AT4G15530
AT1G30270,AT4G29160
AT2G14720,AT3G46060
AT1G72010,AT3G43670
AT2G02760,AT5G18110
AT2G41220,AT3G12580
AT3G09030,AT4G19880
AT2G22660,AT4G31170
AT2G14890,AT5G59960
AT4G03420,AT5G58570
AT1G31280,AT2G42790
AT1G74410,AT2G46600
AT1G22040,AT5G03240
AT4G04470,AT5G49890
AT2G04780,AT4G36210
AT3G48890,AT5G64250
AT2G02040,AT4G29740
AT4G25640,AT5G61760
AT1G72120,AT3G62590
AT3G60690,AT5G45040
AT2G14720,AT5G15230
AT1G09750,AT1G27320
AT3G49780,AT3G55880
AT3G48870,AT5G02790
AT1G14400,AT3G60640
AT1G54100,AT4G35750
AT1G54340,AT4G05530
AT5G24380,AT5G25140
AT1G20693,AT4G01710
AT1G65980,AT4G28390
AT3G14620,AT4G29810
AT3G17810,AT4G26080
AT3G24200,AT5G42560
AT3G17000,AT3G55740
AT3G56170,AT4G22920
AT1G44770,AT1G63800
AT1G30270,AT4G31330
AT3G56370,AT3G57680
AT4G17550,AT4G36210
AT5G17700,AT5G35460
AT1G19680,AT5G46260
AT1G31280,AT3G60190
AT1G64360,AT5G23490
AT3G06210,AT4G05020
AT3G14620,AT5G18120
AT1G23330,AT1G77770
AT1G53520,AT4G20940
AT3G23600,AT5G05760
AT3G61960,AT5G27600
AT3G09630,AT3G57150
AT4G28310,AT5G35460
AT1G73700,AT2G45510
AT1G31580,AT2G20570
AT3G27020,AT5G54940
AT1G03290,AT1G22330
AT2G32260,AT5G12390
AT1G70900,AT5G18120
AT3G08690,AT5G18110
AT1G58030,AT5G61530
AT1G53030,AT5G63905
AT1G21760,AT4G24290
AT1G33970,AT2G17710
AT2G46550,AT4G13920
AT1G13960,AT1G62840
AT1G77920,AT3G03440
AT1G12810,AT1G21080
AT1G60440,AT3G27020
AT1G72830,AT2G14720
AT2G29550,AT5G63030
AT2G13820,AT2G25060
AT3G55470,AT5G27150
AT5G12390,AT5G50400
AT4G31840,AT5G12200
AT1G27000,AT3G12800
AT1G15100,AT2G17290
AT1G53030,AT4G14800
AT2G04039,AT5G64770
AT2G16630,AT5G43450
AT1G22040,AT1G43700
AT1G13090,AT2G23090
AT3G17020,AT4G14770
AT3G46060,AT5G03460
AT4G04470,AT4G18210
AT1G15100,AT3G02740
AT3G13672,AT3G17770
AT3G05937,AT4G36210
AT1G31280,AT3G60640
AT1G76590,AT5G45380
AT3G06860,AT3G53120
AT5G11600,AT5G43450
AT3G19270,AT5G08280
AT3G06510,AT3G15840
AT2G28200,AT5G53350
AT5G01520,AT5G61820
AT1G32870,AT5G05110
AT3G03440,AT5G03470
AT1G11910,AT1G27980
AT5G17860,AT5G57900
AT1G11910,AT3G55470
AT4G25180,AT4G28310
AT1G22040,AT5G04920
AT4G30270,AT5G25900
AT3G08870,AT3G46450
AT3G03890,AT4G13250
AT2G14560,AT4G29110
AT2G35060,AT5G53330
AT3G10300,AT3G51330
AT3G12580,AT3G48780
AT4G19420,AT5G43450
AT4G19860,AT4G22740
AT2G13820,AT5G13200
AT1G77450,AT3G62590
AT1G30270,AT1G76920
AT1G64950,AT1G65000
AT1G03290,AT3G15430
AT1G15310,AT1G69490
AT1G62710,AT3G63310
AT4G13530,AT4G17830
AT1G02730,AT2G05840
AT1G26800,AT5G43450
AT1G69490,AT3G07730
AT4G33210,AT5G55860
AT1G53580,AT3G17810
AT1G01725,AT2G01650
AT3G27110,AT4G37880
AT4G17840,AT5G51070
AT3G08690,AT4G19960
AT1G29800,AT5G51260
AT2G14560,AT4G29190
AT1G20693,AT4G24290
AT1G45145,AT4G24690
AT4G03420,AT4G08540
AT1G56700,AT5G08280
AT1G54340,AT1G76150
AT1G06645,AT2G20230
AT1G64360,AT5G58570
AT2G05380,AT5G56140
AT3G53190,AT5G48490
AT2G37570,AT5G64430
AT1G65820,AT5G26600
AT2G31820,AT4G19200
AT2G15570,AT3G07730
AT3G56190,AT4G19200
AT3G23280,AT3G26590
AT1G23780,AT5G04850
AT1G45145,AT5G42090
AT5G37070,AT5G42090
AT4G27745,AT5G64430
AT1G17160,AT5G59700
AT2G01650,AT4G01290
AT5G11840,AT5G63800
AT1G01140,AT5G01370
AT4G26450,AT5G36220
AT1G62810,AT5G02890
AT3G06860,AT3G24740
AT1G47128,AT3G15580
AT1G71130,AT3G48990
AT1G07040,AT3G04350
AT4G00550,AT4G16144
AT1G67360,AT3G23280
AT1G76150,AT5G27600
AT4G14800,AT4G19880
AT1G04860,AT1G51760
AT3G22380,AT4G31920
AT2G29550,AT4G05590
AT2G31510,AT5G58060
AT4G22260,AT4G27020
AT2G39970,AT5G10770
AT1G75400,AT5G41410
AT2G23090,AT3G27820
AT4G18210,AT5G54760
AT1G58030,AT5G04850
AT1G64370,AT2G14750
AT3G03440,AT5G20910
AT3G25610,AT4G12420
AT1G13960,AT4G26080
AT3G59700,AT5G19875
AT1G04860,AT3G23280
AT3G04720,AT3G14620
AT1G02305,AT4G16210
AT1G17170,AT3G03440
AT1G20693,AT5G46250
AT1G71190,AT3G44880
AT4G28390,AT4G31920
AT1G73980,AT5G25540
AT1G02730,AT3G26220
AT2G42790,AT3G47420
AT4G14990,AT4G24990
AT1G58235,AT3G52060
AT1G09240,AT4G13530
AT1G35190,AT5G47430
AT3G20620,AT4G36210
AT2G32700,AT4G22740
AT1G21080,AT2G37770
AT1G76150,AT2G44140
AT2G23610,AT5G61660
AT1G30500,AT5G47790
AT4G26270,AT5G42090
AT1G11210,AT5G55480
AT1G62840,AT5G55860
AT1G28520,AT3G17250
AT1G63800,AT3G54480
AT1G65580,AT3G06170
AT2G31350,AT2G37760
AT1G47960,AT3G28100
AT4G22820,AT5G10650
AT2G41700,AT5G37600
AT3G25585,AT4G32850
AT1G18720,AT3G54560
AT2G28350,AT5G26600
AT1G25520,AT3G61960
AT1G51760,AT3G22160
AT1G14250,AT1G21400
AT1G77450,AT2G37770
AT3G14230,AT4G17550
AT1G33811,AT4G19420
AT2G44040,AT5G59420
AT2G14890,AT4G34160
AT1G18250,AT1G75410
AT2G33330,AT2G46600
AT1G80280,AT5G04530
AT1G04780,AT5G41400
AT2G20920,AT4G27780
AT1G02860,AT1G72120
AT1G05060,AT3G20910
AT3G06210,AT4G29160
AT2G45980,AT3G09390
AT2G45630,AT3G47420
AT1G45145,AT5G40240
AT2G31510,AT4G15530
AT3G22120,AT3G23490
AT3G53120,AT4G27020
AT2G20920,AT5G10650
AT4G01290,AT5G05760
AT3G55880,AT4G12730
AT5G23490,AT5G66250
AT1G60490,AT3G23540
AT2G32260,AT3G06170
AT1G71040,AT5G04750
AT4G30270,AT5G40780
AT2G28350,AT4G16210
AT4G36195,AT5G12390
AT1G21000,AT3G07730
AT1G21760,AT2G22430
AT1G54115,AT2G22660
AT3G25585,AT4G38360
AT4G26270,AT5G53120
AT2G17420,AT2G24180
AT1G50420,AT3G03440
AT2G24180,AT3G01470
AT1G23330,AT1G62710
AT1G55680,AT3G45620
AT1G73680,AT4G26080
AT1G44750,AT3G08870
AT1G50420,AT2G39780
AT2G01540,AT5G41350
AT3G06860,AT5G17860
AT1G73680,AT2G14720
AT3G20910,AT4G22740
AT3G01100,AT3G56310
AT3G08690,AT3G24740
AT2G35070,AT4G35750
AT1G17160,AT5G60900
AT2G35680,AT3G04090
AT1G30270,AT5G16250
AT2G37570,AT5G50400
AT4G27745,AT5G28830
AT1G20696,AT5G13550
AT4G22750,AT4G36210
AT1G22070,AT3G05120
AT4G08930,AT4G38360
AT2G02360,AT4G33270
AT2G27402,AT4G20940
AT2G31510,AT3G07700
AT2G41220,AT5G67245
AT3G20260,AT5G39550
AT2G01680,AT4G15540
AT2G15830,AT2G38710
AT2G31380,AT5G66590
AT3G03470,AT4G28310
AT1G23140,AT2G38800
AT1G73950,AT3G18770
AT3G22160,AT5G18110
AT3G52240,AT5G46250
AT1G09910,AT3G13062
AT1G44100,AT3G17810
AT3G49490,AT5G59960
AT2G46550,AT3G15680
AT1G43700,AT5G66160
AT1G55920,AT5G27350
AT3G12740,AT5G20620
AT3G14270,AT4G16144
AT4G33540,AT5G07220
AT2G27830,AT3G20910
AT1G21400,AT1G64950
AT1G16890,AT3G25585
AT3G43230,AT5G59420
AT1G65980,AT3G53410
AT4G12070,AT5G64430
AT3G56200,AT4G02740
AT4G22260,AT5G61530
AT3G56190,AT5G35460
AT3G53120,AT4G27745
AT4G23010,AT5G18130
AT3G09770,AT4G22740
AT1G33270,AT3G07540
AT3G27820,AT4G28310
AT3G26170,AT5G01370
AT4G29110,AT5G48160
AT3G02460,AT4G22750
AT4G26980,AT5G53030
AT1G62040,AT4G13530
AT4G04800,AT4G19960
AT1G53030,AT4G22260
AT2G42790,AT5G13180
AT1G35190,AT2G37760
AT1G45976,AT3G51660
AT1G65790,AT4G27300
AT2G44040,AT4G39090
AT1G29970,AT4G24990
AT1G55920,AT4G04210
AT5G20620,AT5G26600
AT1G79520,AT3G17000
AT1G11210,AT3G27250
AT2G01680,AT3G28950
AT2G32870,AT4G26850
AT3G20500,AT3G46450
AT1G22160,AT2G43850
AT1G56280,AT3G53190
AT1G33811,AT4G20940
AT2G26740,AT3G43440
AT2G29120,AT5G10190
AT1G11210,AT5G55860
AT3G06840,AT3G17650
AT1G34060,AT3G18770
AT1G54100,AT1G58030
AT1G51760,AT4G33565
AT5G54940,AT5G57610
AT1G13390,AT1G55265
AT1G65540,AT2G26240
AT5G38240,AT5G67245
AT3G14270,AT5G63850
AT2G46550,AT5G42560
AT3G01470,AT5G45380
AT3G22120,AT5G48160
AT1G73680,AT3G20500
AT3G22790,AT4G12300
AT1G05060,AT4G12290
AT1G75400,AT5G14640
AT1G20450,AT3G06170
AT3G22380,AT5G12200
AT1G54340,AT2G35060
AT4G29110,AT5G15970
AT1G73680,AT2G37970
AT3G22380,AT3G49490
AT3G26170,AT5G55970
AT1G60440,AT5G05110
AT1G23780,AT5G01320
AT1G07590,AT1G53560
AT4G34890,AT5G56190
AT5G26240,AT5G45130
AT1G21250,AT1G24148
AT1G01470,AT1G68740
AT1G62810,AT2G02760
AT1G54340,AT5G20280
AT4G18210,AT5G56150
AT5G07470,AT5G56150
AT4G30270,AT5G55480
AT3G05937,AT5G41400
AT2G24360,AT3G09030
AT1G34190,AT4G29010
AT3G22740,AT5G51070
AT1G21550,AT1G28580
AT1G05300,AT5G37600
AT1G15780,AT5G51070
AT3G01170,AT3G52710
AT5G27600,AT5G45130
AT1G13960,AT3G09770
AT3G12580,AT3G17810
AT2G01650,AT5G44790
AT1G13390,AT2G37760
AT2G37970,AT2G38790
AT1G15890,AT5G22290
AT1G13390,AT1G23140
AT3G59700,AT4G24690
AT5G24380,AT5G64170
AT2G25450,AT3G14620
AT1G03290,AT5G10610
AT1G45976,AT5G20910
AT1G64142,AT3G54620
AT3G11397,AT4G19860
AT3G52710,AT4G22330
AT1G65980,AT2G34720
AT1G22040,AT3G02460
AT1G27480,AT3G01690
AT2G17840,AT2G47890
AT1G02260,AT4G35580
AT1G23205,AT3G47160
AT3G14280,AT5G33290
AT3G17840,AT4G16210
AT2G15230,AT5G10650
AT3G21790,AT5G64370
AT4G04470,AT4G33540
AT5G48360,AT5G49890
AT5G12390,AT5G46250
AT1G27980,AT3G14280
AT3G22790,AT4G38240
AT2G42790,AT5G45040
AT3G50740,AT5G59780
AT5G46760,AT5G61820
AT1G65000,AT3G08690
AT1G03380,AT5G58350
AT2G15230,AT5G35690
AT3G15680,AT5G52450
AT1G09240,AT3G60640
AT3G44880,AT4G20330
AT1G64142,AT4G16760
AT2G21620,AT5G08280
AT1G27320,AT1G76180
AT1G21680,AT4G22750
AT2G33150,AT3G17840
AT2G17220,AT2G41220
AT3G13690,AT4G23400
AT1G12810,AT1G44100
AT3G49360,AT4G39925
AT1G02100,AT1G32340
AT1G53570,AT4G33910
AT2G45510,AT4G08540
AT1G44100,AT2G33150
AT2G32260,AT3G54290
AT1G01900,AT1G66920
AT5G41560,AT5G45040
AT2G04240,AT3G27670
AT2G31510,AT3G24480
AT1G06645,AT3G20100
AT3G08690,AT3G28050
AT1G57820,AT5G03470
AT5G07100,AT5G12390
AT1G30270,AT1G33970
AT2G04240,AT3G04090
AT2G41220,AT4G13920
AT1G12780,AT2G33150
AT4G04470,AT4G17720
AT4G32940,AT5G43450
AT1G64142,AT3G09770
AT3G13690,AT4G09350
AT2G27190,AT3G51430
AT1G79590,AT4G25640
AT2G30440,AT4G12730
AT1G10640,AT5G45700
AT3G61960,AT4G20330
AT3G47160,AT4G16190
AT3G25610,AT4G20860
AT1G29970,AT5G60360
AT3G09320,AT4G26270
AT3G22370,AT5G42560
AT1G34190,AT5G58350
AT3G15680,AT3G22790
AT4G17790,AT5G20910
AT1G33110,AT5G42560
AT2G35820,AT3G45310
AT1G13650,AT1G17745
AT1G73950,AT5G64170
AT1G01650,AT1G50420
AT1G10865,AT3G01400
AT1G10210,AT1G59580
AT1G56700,AT1G68300
AT3G13672,AT3G61890
AT1G15100,AT1G54340
AT1G65580,AT2G19830
AT1G70690,AT5G33290
AT2G27190,AT3G14620
AT3G06170,AT4G30270
AT2G42790,AT4G33040
AT1G01820,AT5G53420
AT2G37410,AT5G17610
AT3G04090,AT4G30960
AT2G15570,AT5G37070
AT1G21000,AT3G49780
AT1G17080,AT5G45040
AT1G21080,AT5G58740
AT4G35750,AT5G25900
AT2G22660,AT3G61200
AT1G31820,AT4G15540
AT1G68740,AT2G26695
AT1G02860,AT2G47600
AT1G03380,AT4G39780
AT2G26080,AT4G23060
AT2G25450,AT3G06170
AT1G80180,AT4G39180
AT2G26230,AT3G22370
